ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V11928,VUL,58244.0,59.6,6.0,0.0,265.0,urbain,,aucun,1.0,0.0,0.0
V11929,VL,6413.0,72.6,1.0,1.0,281.0,urbain,17.7,aucun,0.0,0.0,0.0
V11930,VL,139460.0,62.1,14.0,0.0,,urbain,27.4,,0.0,0.0,1.0
V11931,VL,9994.0,42.2,0.0,,380.0,autoroute,11.5,aucun,0.0,0.0,0.0
V11932,VL,48742.0,14.5,4.0,0.0,43.0,urbain,25.7,aucun,,0.0,1.0
V11933,VUL,12594.0,42.4,2.0,2.0,61.0,,29.2,aucun,0.0,0.0,0.0
V11934,VUL,18351.0,25.2,,0.0,200.0,urbain,-6.5,aucun,0.0,0.0,1.0
V11935,VUL,39533.0,102.6,4.0,1.0,334.0,urbain,18.8,aucun,,0.0,1.0
V11936,VL,26994.0,57.1,3.0,1.0,,urbain,-3.0,aucun,0.0,,0.0
V11937,VUL,8731.0,,1.0,0.0,70.0,rural,19.1,élevé,0.0,0.0,0.0
V11938,VL,9372.0,82.2,1.0,,,urbain,19.9,aucun,0.0,0.0,0.0
V11939,VL,27076.0,32.0,3.0,0.0,23.0,autoroute,0.1,aucun,1.0,0.0,1.0
V11940,VL,70792.0,40.8,8.0,0.0,139.0,rural,35.4,aucun,1.0,1.0,1.0
V11941,VL,114121.0,61.7,13.0,2.0,315.0,autoroute,22.3,aucun,0.0,0.0,1.0
V11942,VUL,4393.0,85.7,2.0,1.0,339.0,urbain,,aucun,0.0,0.0,0.0
V11943,VUL,24969.0,72.5,3.0,1.0,375.0,urbain,31.7,aucun,0.0,0.0,0.0
V11944,VUL,5281.0,66.2,1.0,1.0,77.0,urbain,5.6,faible,1.0,1.0,1.0
V11945,VL,836.0,62.0,1.0,,213.0,rural,10.2,aucun,0.0,0.0,1.0
V11946,VL,54193.0,70.0,5.0,0.0,15.0,rural,1.6,aucun,0.0,0.0,0.0
V11947,VL,46121.0,65.0,5.0,0.0,28.0,urbain,34.4,aucun,0.0,0.0,0.0
V11948,VL,8897.0,34.3,0.0,0.0,374.0,autoroute,22.7,faible,0.0,0.0,0.0
V11949,VL,13316.0,61.2,,2.0,290.0,autoroute,25.3,faible,0.0,0.0,0.0
V11950,VL,1199.0,33.2,1.0,0.0,42.0,autoroute,22.4,aucun,0.0,0.0,1.0
V11951,VL,90074.0,62.0,9.0,1.0,351.0,urbain,24.6,aucun,0.0,0.0,
V11952,VL,183828.0,48.0,19.0,0.0,374.0,rural,20.6,élevé,0.0,0.0,0.0
V11953,VUL,7277.0,123.5,0.0,2.0,52.0,urbain,22.2,aucun,0.0,0.0,0.0
V11954,PL,13164.0,59.0,3.0,0.0,275.0,,20.9,aucun,1.0,0.0,0.0
V11955,PL,101403.0,24.9,12.0,3.0,370.0,urbain,15.1,aucun,0.0,0.0,1.0
V11956,VUL,130498.0,56.6,15.0,1.0,231.0,,19.6,aucun,0.0,0.0,0.0
V11957,VL,27204.0,,4.0,1.0,211.0,autoroute,22.2,élevé,0.0,0.0,1.0
V11958,VUL,2597.0,101.8,2.0,0.0,7.0,,20.9,élevé,0.0,0.0,0.0
V11959,VUL,2009.0,45.3,0.0,1.0,121.0,urbain,8.2,faible,0.0,0.0,0.0
V11960,VL,42659.0,20.4,8.0,0.0,41.0,urbain,9.2,aucun,0.0,0.0,0.0
V11961,VL,24952.0,80.4,3.0,1.0,332.0,rural,28.7,aucun,0.0,0.0,0.0
V11962,VUL,,25.5,0.0,1.0,232.0,autoroute,17.5,aucun,0.0,0.0,0.0
V11963,,43763.0,49.1,6.0,0.0,69.0,rural,24.7,élevé,0.0,0.0,0.0
V11964,VL,568.0,53.6,1.0,1.0,366.0,autoroute,11.3,faible,0.0,0.0,0.0
V11965,VL,,58.3,7.0,1.0,15.0,urbain,8.2,aucun,0.0,0.0,1.0
V11966,VL,18295.0,77.2,1.0,1.0,68.0,rural,,,0.0,0.0,
V11967,VL,2054.0,42.9,0.0,1.0,,autoroute,18.2,aucun,0.0,0.0,0.0
V11968,VL,44379.0,53.2,4.0,0.0,172.0,rural,14.7,élevé,0.0,0.0,0.0
V11969,VL,25348.0,59.6,3.0,2.0,261.0,urbain,30.4,aucun,0.0,0.0,1.0
V11970,VL,182100.0,63.7,18.0,1.0,378.0,rural,21.4,aucun,0.0,0.0,
V11971,VUL,39284.0,62.4,4.0,0.0,288.0,rural,34.8,aucun,0.0,0.0,0.0
V11972,VL,16095.0,70.9,1.0,,14.0,autoroute,23.2,aucun,0.0,0.0,0.0
V11973,VL,61797.0,81.1,8.0,0.0,269.0,autoroute,0.7,élevé,0.0,0.0,0.0
V11974,VL,15837.0,69.8,1.0,0.0,166.0,autoroute,28.4,élevé,0.0,0.0,
V11975,PL,117297.0,71.3,14.0,1.0,62.0,rural,7.9,élevé,0.0,1.0,0.0
V11976,VL,23477.0,20.4,3.0,0.0,260.0,urbain,21.8,faible,0.0,0.0,0.0
V11977,VL,39910.0,61.3,3.0,0.0,120.0,,,aucun,,0.0,1.0
V11978,PL,2594.0,72.0,1.0,2.0,345.0,autoroute,37.1,aucun,0.0,0.0,0.0
V11979,VUL,27766.0,78.2,2.0,1.0,239.0,autoroute,31.5,aucun,0.0,0.0,0.0
V11980,VL,89297.0,42.7,10.0,2.0,106.0,urbain,14.1,faible,0.0,0.0,1.0
V11981,VUL,81904.0,43.5,9.0,1.0,179.0,rural,19.0,aucun,0.0,0.0,0.0
V11982,VL,12700.0,45.6,2.0,0.0,15.0,urbain,22.0,aucun,,0.0,0.0
V11983,,12814.0,73.4,,1.0,354.0,urbain,26.9,aucun,0.0,0.0,1.0
V11984,VL,84996.0,85.8,9.0,0.0,308.0,rural,20.2,,0.0,0.0,0.0
V11985,VL,133248.0,49.8,14.0,,214.0,rural,11.8,,0.0,0.0,1.0
V11986,,5010.0,82.7,0.0,0.0,76.0,urbain,14.3,élevé,0.0,0.0,0.0
V11987,VL,29897.0,63.1,3.0,0.0,224.0,autoroute,20.0,aucun,0.0,0.0,1.0
V11988,VL,20583.0,56.9,2.0,1.0,92.0,autoroute,29.9,aucun,0.0,,1.0
V11989,VUL,102276.0,54.7,14.0,0.0,180.0,autoroute,,élevé,,0.0,0.0
V11990,VUL,4361.0,78.7,1.0,0.0,173.0,urbain,13.8,faible,0.0,0.0,
V11991,,11857.0,68.1,2.0,4.0,353.0,rural,25.2,aucun,0.0,0.0,0.0
V11992,VUL,69810.0,116.9,12.0,2.0,353.0,urbain,16.9,aucun,0.0,0.0,0.0
V11993,VL,2632.0,,0.0,0.0,218.0,urbain,27.1,aucun,0.0,0.0,1.0
V11994,VUL,33916.0,73.0,4.0,1.0,142.0,rural,40.2,aucun,0.0,0.0,0.0
V11995,VUL,29179.0,46.8,3.0,0.0,314.0,autoroute,17.1,faible,0.0,0.0,0.0
V11996,PL,20353.0,38.3,5.0,2.0,392.0,urbain,26.4,,0.0,0.0,0.0
V11997,VL,25091.0,59.7,3.0,2.0,281.0,autoroute,14.0,aucun,0.0,0.0,0.0
V11998,VL,37744.0,,3.0,2.0,258.0,,19.1,aucun,0.0,1.0,0.0
V11999,VL,8799.0,133.0,2.0,0.0,355.0,autoroute,20.2,aucun,0.0,0.0,0.0
